Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,class
"Đường Thanh Lương 8, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,7.5,2.0,2,2,Have certificate,Basic,4.99,Đà Nẵng,Cẩm Lệ,0.0
"Đường Võ Văn Ngân, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",76.0,6.1,4.0,2.0,2,2,Have certificate,Full,5.2,Hồ Chí Minh,Thủ Đức,0.0
"1/, Đường Thới Hòa, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh",54.0,4.4,5.0,2.0,2,2,Sale contract,No furnishings,1.85,Hồ Chí Minh,Bình Chánh,0.0
"Trang Quan, Đường Chùa Nghèo, Xã An Đồng, An Dương, Hải Phòng",67.0,4.5,7.0,4.0,4,4,Have certificate,Full,4.35,Hải Phòng,An Dương,1.0
"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",62.4,5.0,5.0,2.0,2,2,Sale contract,Full,4.6,Hồ Chí Minh,Quận 12,0.0
"Đường Nguyễn Văn Nghi, Phường 7, Gò Vấp, Hồ Chí Minh",35.0,3.65,3.0,3.0,3,3,Have certificate,No furnishings,4.78,Hồ Chí Minh,Gò Vấp,1.0
"Đường Nước Mặn, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",125.0,5.0,7.5,3.0,4,5,Have certificate,No furnishings,6.85,Đà Nẵng,Ngũ Hành Sơn,1.0
"Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",50.0,4.0,5.0,2.0,2,2,Have certificate,Full,4.8,Hồ Chí Minh,Thủ Đức,0.0
"Đường Hói Kiểng 7, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",100.0,5.0,7.5,3.0,3,3,Have certificate,Basic,4.65,Đà Nẵng,Ngũ Hành Sơn,0.0
"Đường Vườn Lài, Phường Tân Thành, Tân Phú, Hồ Chí Minh",80.0,4.0,5.0,3.0,4,3,Have certificate,Full,9.6,Hồ Chí Minh,Tân Phú,1.0
"Đường Lê Thị Hoa, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",90.0,7.0,8.0,4.0,3,5,Have certificate,Full,7.0,Hồ Chí Minh,Thủ Đức,1.0
"Đường Vườn Lài, Phường Tân Thành, Tân Phú, Hồ Chí Minh",80.0,4.0,10.0,3.0,4,4,Sale contract,Full,9.8,Hồ Chí Minh,Tân Phú,1.0
"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",31.0,4.3,3.0,5.0,2,3,Have certificate,Full,6.9,Hà Nội,Cầu Giấy,1.0
"Đường Di Ái, Xã Di Trạch, Hoài Đức, Hà Nội",30.0,3.3,3.0,5.0,3,4,Have certificate,Basic,3.75,Hà Nội,Hoài Đức,1.0
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",52.0,4.0,4.0,4.0,3,4,Have certificate,Full,5.5,Hồ Chí Minh,Tân Phú,1.0
"1/, Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",48.0,4.0,6.0,3.0,4,3,Have certificate,No furnishings,4.3,Hồ Chí Minh,Bình Tân,1.0
"Đường Trần Quý Khoách, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",95.0,5.0,6.0,3.0,3,3,Have certificate,No furnishings,6.7,Đà Nẵng,Liên Chiểu,0.0
"Đường Phan Văn Hân, Phường 17, Bình Thạnh, Hồ Chí Minh",24.3,4.175,3.0,3.0,2,2,Have certificate,No furnishings,4.3,Hồ Chí Minh,Bình Thạnh,0.0
"Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",96.0,6.0,6.0,5.0,5,5,Have certificate,Full,9.9,Hồ Chí Minh,Tân Phú,1.0
"Đường Hậu Giang, Phường 4, Tân Bình, Hồ Chí Minh",51.0,3.5,5.0,4.0,4,4,Sale contract,No furnishings,7.6,Hồ Chí Minh,Tân Bình,1.0
"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Hồ Chí Minh",52.2,3.7,4.5,3.0,3,4,Have certificate,No furnishings,9.5,Hồ Chí Minh,Quận 1,1.0
"Đường Ông Ích Khiêm, Phường Thanh Bình, Hải Châu, Đà Nẵng.",41.1,4.0,5.0,1.0,3,4,Sale contract,No furnishings,8.2,Đà Nẵng,Hải Châu,1.0
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",35.0,3.5,3.0,3.0,3,3,Have certificate,Basic,5.5,Hà Nội,Đống Đa,1.0
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",88.6,4.2,5.0,3.0,5,5,Have certificate,Full,8.65,Hồ Chí Minh,Thủ Đức,1.0
"Đường Thụy Khuê, Phường Ngọc Hà, Ba Đình, Hà Nội",37.0,4.4,5.0,5.0,3,4,Have certificate,Full,6.5,Hà Nội,Ba Đình,1.0
"Đường Số 9, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",84.0,7.0,5.0,5.0,5,5,Have certificate,Full,6.8,Hồ Chí Minh,Thủ Đức,1.0
"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",75.0,5.0,7.0,3.0,4,4,Have certificate,No furnishings,7.5,Đà Nẵng,Ngũ Hành Sơn,1.0
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",49.0,4.0,3.0,5.0,5,5,Have certificate,Full,7.85,Hà Nội,Ba Đình,1.0
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",48.0,5.0,3.0,2.0,4,5,Have certificate,Full,3.85,Hồ Chí Minh,Gò Vấp,1.0
"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",60.2,4.4,5.0,3.0,1,1,Sale contract,No furnishings,3.85,Đà Nẵng,Liên Chiểu,0.0
"Dự án Eco Garden Huế, Đường Võ Nguyên Giáp, Phường Thủy Vân, Huế, Thừa Thiên Huế",150.0,4.4,7.5,3.0,3,4,Sale contract,No furnishings,5.85,Thừa Thiên Huế,Huế,0.0
"Dự án Phúc An City, Đường 824, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",90.0,6.0,12.0,3.0,3,3,Sale contract,No furnishings,2.45,Long An,Đức Hòa,0.0
"Đường 2/9, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",60.0,3.35,10.0,2.5,3,2,Have certificate,Basic,3.15,Đà Nẵng,Hải Châu,0.0
"Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Thanh Khê, Đà Nẵng",90.0,5.0,10.5,4.0,4,5,Sale contract,No furnishings,8.5,Đà Nẵng,Thanh Khê,1.0
"Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",94.0,7.0,6.0,3.0,4,2,Sale contract,No furnishings,5.8,Đà Nẵng,Hải Châu,0.0
"1/, Đường Võ Văn Vân, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",48.0,4.0,4.0,1.0,2,2,Sale contract,Basic,1.6,Hồ Chí Minh,Bình Chánh,0.0
"Đường Văn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",41.0,3.1,5.0,2.0,2,2,Have certificate,No furnishings,6.5,Hà Nội,Hà Đông,0.0
"Dự án NovaWorld Phan Thiết, Thành phố Phan Thiết, Bình Thuận",200.0,10.0,12.0,2.0,3,3,Sale contract,No furnishings,5.95,Bình Thuận,Phan Thiết,0.0
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",50.0,6.75,7.0,1.0,1,1,Sale contract,Full,2.2,Đà Nẵng,Liên Chiểu,0.0
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",59.0,4.8,6.0,2.0,2,2,Have certificate,Full,6.8,Hồ Chí Minh,Tân Bình,0.0
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",55.0,5.0,8.0,5.0,5,5,Have certificate,Full,9.0,Hà Nội,Nam Từ Liêm,1.0
"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",55.0,5.0,2.0,5.0,5,5,Have certificate,Full,8.9,Hà Nội,Nam Từ Liêm,1.0
"Phố Quang Đàm, Phường Sở Dầu, Hồng Bàng, Hải Phòng",102.0,8.0,4.0,3.0,5,4,Have certificate,No furnishings,3.85,Hải Phòng,Hồng Bàng,1.0
"Phường Trần Thành Ngọ, Kiến An, Hải Phòng",44.8,4.4,5.0,3.0,3,3,Sale contract,No furnishings,2.45,Hải Phòng,Kiến An,0.0
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",55.0,5.0,6.0,5.0,5,5,Have certificate,Full,9.5,Hà Nội,Nam Từ Liêm,1.0
"Đường Số 18, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",49.5,4.5,6.0,4.0,4,4,Have certificate,Full,5.0,Hồ Chí Minh,Bình Tân,1.0
"Phường Dịch Vọng, Cầu Giấy, Hà Nội",52.0,4.0,10.0,4.0,4,5,Sale contract,No furnishings,6.85,Hà Nội,Cầu Giấy,1.0
"Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",75.0,5.0,8.0,2.0,4,4,Sale contract,No furnishings,8.8,Hồ Chí Minh,Gò Vấp,1.0
"Đường Nguyễn Xuân Nguyên, Phường Tân An, Buôn Ma Thuột, Đắk Lắk.",105.0,5.0,10.0,1.0,2,1,Have certificate,Basic,1.85,Đắk Lắk,Buôn Ma Thuột,0.0
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",55.0,5.0,6.0,5.0,5,5,Have certificate,No furnishings,9.0,Hà Nội,Hà Đông,1.0
"Đường Bùi Thị Xuân, Phường 1, Tân Bình, Hồ Chí Minh",95.0,4.7,3.0,3.0,4,3,Have certificate,Full,2.67,Hồ Chí Minh,Tân Bình,0.0
"Đường Tân Phước, Phường 8, Tân Bình, Hồ Chí Minh",30.0,3.3,8.0,4.0,2,3,Have certificate,Full,5.0,Hồ Chí Minh,Tân Bình,1.0
"Đường 3, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",80.0,4.0,5.0,3.0,4,3,Sale contract,Basic,9.7,Hồ Chí Minh,Bình Tân,1.0
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",55.0,5.0,6.0,5.0,5,5,Have certificate,No furnishings,9.0,Hà Nội,Nam Từ Liêm,1.0
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",95.0,4.0,6.0,3.0,3,3,Have certificate,Full,7.7,Hồ Chí Minh,Thủ Đức,1.0
"Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",55.0,5.0,6.0,5.0,4,5,Have certificate,No furnishings,8.9,Hà Nội,Nam Từ Liêm,1.0
"Phường Linh Trung, Thủ Đức, Hồ Chí Minh",68.0,5.0,4.0,2.0,5,5,Have certificate,Full,6.3,Hồ Chí Minh,Thủ Đức,1.0
"Đường Đồng Khởi, Phường Trảng Dài, Biên Hòa, Đồng Nai",85.0,5.0,6.0,1.0,3,2,Have certificate,Full,1.65,Đồng Nai,Biên Hòa,0.0
"Đường Phan Đình Giót, Phường An Phú, Thuận An, Bình Dương",79.4,5.0,7.0,1.0,3,3,Have certificate,Basic,2.5,Bình Dương,Thuận An,0.0
"Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",52.0,3.8,4.0,1.0,4,4,Have certificate,Basic,2.6,Hồ Chí Minh,Thủ Đức,0.0
"Hẻm 89, Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",64.0,4.0,7.0,3.0,4,3,Have certificate,Full,8.2,Hồ Chí Minh,Tân Phú,1.0
"Phố Chùa Bộc, Phường Khương Thượng, Đống Đa, Hà Nội",38.8,4.5,3.0,5.0,4,4,Sale contract,Basic,7.45,Hà Nội,Đống Đa,1.0
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",40.0,4.0,4.0,2.0,2,2,Have certificate,Full,2.15,Hồ Chí Minh,Quận 12,0.0
"Đường Phước Long, Phường Phước Long, Nha Trang, Khánh Hòa",92.0,4.0,6.0,2.0,3,3,Sale contract,No furnishings,4.8,Khánh Hòa,Nha Trang,0.0
"Đường  Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",64.0,4.0,8.0,3.0,3,4,Have certificate,No furnishings,9.49,Hồ Chí Minh,Tân Bình,1.0
"3/, Đường Liên ấp 123, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",44.0,4.0,5.0,2.0,2,2,Sale contract,No furnishings,1.26,Hồ Chí Minh,Bình Chánh,0.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",56.0,4.1,6.0,4.0,5,5,Have certificate,No furnishings,7.5,Hồ Chí Minh,Gò Vấp,1.0
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",52.0,4.6,5.0,4.0,4,5,Have certificate,Full,6.3,Hồ Chí Minh,Bình Tân,1.0
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",50.0,4.0,4.0,4.0,4,4,Have certificate,Full,8.8,Hà Nội,Hoàng Mai,1.0
"Đường Ngô Thị Liễu, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",110.0,6.0,5.5,2.0,6,6,Sale contract,No furnishings,8.5,Đà Nẵng,Hải Châu,1.0
"Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",55.0,3.725,2.0,3.0,3,4,Have certificate,No furnishings,5.8,Hà Nội,Đống Đa,1.0
"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",68.0,3.9,3.0,4.0,6,7,Have certificate,No furnishings,8.9,Hà Nội,Đống Đa,1.0
"Đường Thới An 09, Phường Thới An, Quận 12, Hồ Chí Minh",40.0,4.0,7.0,2.0,2,2,Have certificate,Full,3.68,Hồ Chí Minh,Quận 12,0.0
"Đường 339, Phường Phước Long B, Quận 9, Hồ Chí Minh",107.8,8.0,6.0,2.0,4,4,Have certificate,Basic,7.5,Hồ Chí Minh,Quận 9,1.0
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",60.0,4.75,3.0,5.0,5,4,Have certificate,No furnishings,7.5,Hà Nội,Hai Bà Trưng,1.0
"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",50.0,5.0,12.0,3.0,4,5,Have certificate,Full,5.88,Hồ Chí Minh,Quận 12,1.0
"Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội",32.0,4.0,3.0,5.0,3,4,Have certificate,Basic,2.75,Hà Nội,Hà Đông,1.0
"Dự án The Orchard Sycamore, Đường Hùng Vương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",90.0,6.0,12.0,3.0,4,4,Have certificate,No furnishings,9.0,Bình Dương,Thủ Dầu Một,1.0
"Đường D3, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",55.0,5.0,6.0,3.0,4,3,Have certificate,No furnishings,4.1,Hồ Chí Minh,Quận 9,1.0
"Phố Quan Nhân, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",35.0,4.4,5.0,5.0,3,4,Have certificate,Full,5.6,Hà Nội,Thanh Xuân,1.0
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",44.8,4.1,5.0,5.0,4,4,Have certificate,Full,6.1,Hồ Chí Minh,Tân Bình,1.0
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",63.0,4.2,5.0,2.0,3,2,Sale contract,No furnishings,7.3,Hồ Chí Minh,Thủ Đức,0.0
"Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",84.0,4.2,6.0,4.0,5,6,Have certificate,Basic,8.2,Hồ Chí Minh,Gò Vấp,1.0
"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",49.0,3.8,4.0,3.0,2,2,Have certificate,No furnishings,6.79,Hồ Chí Minh,Tân Bình,0.0
"Phường 26, Bình Thạnh, Hồ Chí Minh",55.0,5.0,3.0,4.0,4,3,Sale contract,No furnishings,8.2,Hồ Chí Minh,Bình Thạnh,1.0
"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",32.0,3.0,3.0,3.0,2,3,Have certificate,Full,7.1,Hà Nội,Đống Đa,1.0
"Dự án Ecohome 3, Đường Tân Xuân, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",127.0,4.4,5.0,2.0,4,4,Sale contract,Basic,6.9,Hà Nội,Bắc Từ Liêm,1.0
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",160.0,8.0,12.0,3.0,4,5,Have certificate,No furnishings,9.5,Hồ Chí Minh,Quận 9,1.0
"Hẻm 212, Đường Nguyễn Hữu Cảnh, Phường Thắng Nhất, Vũng Tàu, Bà Rịa Vũng Tàu",98.5,6.0,5.0,1.0,1,1,Have certificate,No furnishings,6.3,Bà Rịa Vũng Tàu,Vũng Tàu,0.0
"Đường Nguyễn Hữu Cảnh, Phường Thắng Nhất, Vũng Tàu, Bà Rịa Vũng Tàu",143.0,4.3,10.0,2.0,2,1,Have certificate,Basic,7.0,Bà Rịa Vũng Tàu,Vũng Tàu,0.0
"Đường Lô Tư, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",100.0,8.1,6.0,2.0,3,4,Have certificate,No furnishings,8.1,Hồ Chí Minh,Bình Tân,0.0
"Đường Nhân Trạch, Phường Phú Lương, Hà Đông, Hà Nội",31.0,4.4,5.0,5.0,3,3,Have certificate,Basic,3.7,Hà Nội,Hà Đông,1.0
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",54.5,4.0,5.0,4.0,3,3,Have certificate,No furnishings,5.9,Hồ Chí Minh,Thủ Đức,1.0
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",42.0,6.0,3.0,4.0,3,4,Sale contract,No furnishings,8.7,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Trần Cao Vân, Phường Tam Thuận, Thanh Khê, Đà Nẵng",46.2,6.0,2.5,2.0,2,2,Have certificate,Full,2.7,Đà Nẵng,Thanh Khê,0.0
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",42.0,4.1,5.0,4.0,4,5,Have certificate,Full,6.5,Hồ Chí Minh,Gò Vấp,1.0
"Đường Tam Đông, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",145.0,8.2,5.0,1.0,2,1,Have certificate,Basic,3.97,Hồ Chí Minh,Hóc Môn,0.0
"Phường 4, Phú Nhuận, Hồ Chí Minh",70.0,4.2,5.0,3.0,4,3,Sale contract,No furnishings,8.49,Hồ Chí Minh,Phú Nhuận,1.0
"Dự án Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",100.0,5.0,10.0,3.0,5,5,Sale contract,No furnishings,7.7,Hồ Chí Minh,Quận 8,1.0
"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",47.0,3.6,5.0,4.0,4,4,Sale contract,No furnishings,8.5,Hồ Chí Minh,Bình Thạnh,1.0
"Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",40.0,4.0,3.0,2.0,3,2,Sale contract,No furnishings,5.1,Hồ Chí Minh,Phú Nhuận,0.0
"Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội",56.0,3.85,5.0,5.0,3,6,Have certificate,No furnishings,6.7,Hà Nội,Long Biên,1.0
"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",55.0,4.4,3.0,2.0,2,2,Sale contract,No furnishings,2.7,Đà Nẵng,Thanh Khê,0.0
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",41.0,3.2,5.0,4.0,4,5,Have certificate,No furnishings,7.8,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",45.0,5.0,6.0,2.0,2,3,Sale contract,No furnishings,4.05,Hồ Chí Minh,Bình Thạnh,0.0
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",28.0,3.7,3.0,4.0,3,3,Have certificate,Basic,4.55,Hà Nội,Thanh Xuân,1.0
"Đường Lương Thế Vinh, Phường An Hải Đông, Sơn Trà, Đà Nẵng",106.0,4.0,3.5,2.0,3,1,Have certificate,Full,3.85,Đà Nẵng,Sơn Trà,0.0
"Đường Bùi Hữu Nghĩa, Phường 2, Bình Thạnh, Hồ Chí Minh",53.2,3.8,6.0,2.0,3,2,Have certificate,No furnishings,1.57,Hồ Chí Minh,Bình Thạnh,0.0
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",75.0,4.0,8.0,5.0,6,5,Sale contract,No furnishings,6.8,Hồ Chí Minh,Tân Phú,1.0
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50.8,4.0,5.0,2.0,2,1,Have certificate,No furnishings,4.3,Hồ Chí Minh,Nhà Bè,0.0
"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",67.0,7.0,3.0,3.0,3,3,Sale contract,No furnishings,8.7,Hồ Chí Minh,Tân Bình,1.0
"Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",66.0,4.1,5.0,5.0,5,4,Have certificate,Full,6.7,Hồ Chí Minh,Bình Tân,1.0
"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",55.0,4.8,5.0,5.0,4,4,Have certificate,Full,9.0,Hồ Chí Minh,Gò Vấp,1.0
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",82.9,8.0,10.0,2.0,4,2,Have certificate,Full,2.4,Đồng Nai,Biên Hòa,0.0
"Dự án An Thạnh, Đường Thủ Khoa Huân, Phường An Thạnh, Thuận An, Bình Dương",100.0,5.0,8.0,3.0,4,4,Have certificate,No furnishings,4.55,Bình Dương,Thuận An,1.0
"Phường 11, Phú Nhuận, Hồ Chí Minh",63.0,4.4,4.0,4.0,6,6,Sale contract,No furnishings,9.0,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",87.1,4.6,5.0,3.0,4,5,Have certificate,Basic,7.0,Hồ Chí Minh,Thủ Đức,1.0
"Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",30.0,3.0,4.0,2.0,2,2,Have certificate,No furnishings,4.0,Hồ Chí Minh,Quận 7,0.0
"Đường Nguyễn Thị Huỳnh, Phường 8, Phú Nhuận, Hồ Chí Minh",102.0,6.0,4.0,2.0,3,1,Sale contract,No furnishings,9.9,Hồ Chí Minh,Phú Nhuận,0.0
"Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",33.0,3.3,3.0,3.0,3,4,Have certificate,No furnishings,7.8,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",45.0,3.7,4.0,2.0,2,2,Sale contract,No furnishings,6.0,Hồ Chí Minh,Bình Thạnh,0.0
"Đường  Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",34.4,4.3,5.0,3.0,2,3,Sale contract,No furnishings,6.15,Hồ Chí Minh,Bình Thạnh,0.0
"Phố Lạch Tray, Phường Đổng Quốc Bình, Ngô Quyền, Hải Phòng",62.0,4.25,3.0,4.0,4,5,Have certificate,No furnishings,3.88,Hải Phòng,Ngô Quyền,1.0
"Đường Phan Trọng Tuệ, Xã Ngọc Hồi, Thanh Trì, Hà Nội",30.0,4.0,3.0,5.0,3,4,Have certificate,Full,3.7,Hà Nội,Thanh Trì,1.0
"Đường Bùi Hữu Nghĩa, Phường Long Tuyền, Bình Thủy, Cần Thơ",193.0,7.0,6.0,1.0,5,3,Have certificate,Basic,3.89,Cần Thơ,Bình Thủy,0.0
"Đường Bàn Cờ, Phường 3, Quận 3, Hồ Chí Minh",50.0,4.0,4.0,4.0,5,1,Sale contract,No furnishings,8.7,Hồ Chí Minh,Quận 3,1.0
"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",70.0,4.0,3.0,5.0,6,4,Sale contract,No furnishings,7.0,Hà Nội,Hoàng Mai,1.0
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",45.0,4.0,6.0,6.0,5,5,Have certificate,No furnishings,4.3,Hà Nội,Hai Bà Trưng,1.0
"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội",66.0,8.0,3.0,4.0,4,4,Sale contract,No furnishings,5.0,Hà Nội,Hai Bà Trưng,1.0
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",30.6,3.3,3.0,2.0,2,2,Have certificate,Basic,3.3,Hồ Chí Minh,Quận 4,0.0
"Đường Thạnh Xuân 46, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",64.0,4.9,8.0,4.0,4,4,Have certificate,Full,5.25,Hồ Chí Minh,Quận 12,1.0
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",50.0,5.0,4.5,4.0,3,3,Have certificate,Full,7.3,Hồ Chí Minh,Gò Vấp,1.0
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",60.0,4.12,4.0,4.0,4,4,Have certificate,No furnishings,5.7,Hồ Chí Minh,Quận 4,1.0
"Đường Đại Cồ Việt, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",70.0,4.4,5.0,5.0,1,1,Sale contract,No furnishings,7.5,Hà Nội,Hai Bà Trưng,0.0
"Hẻm vip 42, Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",53.0,4.4,5.0,3.0,3,3,Sale contract,No furnishings,6.4,Hồ Chí Minh,Bình Thạnh,1.0
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60.4,4.0,8.0,2.0,3,2,Have certificate,Full,2.6,Bình Dương,Dĩ An,0.0
"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",65.0,4.0,2.0,3.0,4,2,Have certificate,No furnishings,6.5,Hà Nội,Hoàng Mai,1.0
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",56.0,4.0,7.0,4.0,4,4,Have certificate,Full,9.0,Hồ Chí Minh,Tân Bình,1.0
"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",60.3,4.0,3.5,2.0,3,3,Have certificate,Full,5.9,Hồ Chí Minh,Tân Bình,0.0
"Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",60.0,4.0,12.0,5.0,4,5,Have certificate,Full,8.5,Hải Phòng,Ngô Quyền,1.0
"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",50.0,4.5,5.0,5.0,4,5,Sale contract,No furnishings,5.0,Hà Nội,Hoàng Mai,1.0
